event_id,n_priced,n_distinct_price,price_first,price_last,price_lo,price_hi,abs_range,rel_range,n_changes,total_abs_variation,is_flat
rZ7HnEZ1Af00kd,8,2,0.0,45.35,0.0,45.35,45.35,,1,45.35,False
rZ7HnEZ1Afq84K,8,2,0.0,45.35,0.0,45.35,45.35,,1,45.35,False
rZ7HnEZ1Af--pd,8,2,72.38,27.58,27.58,72.38,44.8,0.6189555125725339,1,44.8,False
rZ7HnEZ1Afr_0K,8,2,0.0,44.55,0.0,44.55,44.55,,1,44.55,False
rZ7HnEZ1Af0g3K,8,2,0.0,44.0,0.0,44.0,44.0,,1,44.0,False
rZ7HnEZ1Af0YPd,8,2,0.0,43.53,0.0,43.53,43.53,,1,43.53,False
rZ7HnEZ1AfPzeK,8,2,0.0,41.62,0.0,41.62,41.62,,1,41.62,False
rZ7HnEZ1Afkpkf,4,2,0.0,41.19,0.0,41.19,41.19,,1,41.19,False
rZ7HnEZ1AfPsZK,8,2,0.0,41.16,0.0,41.16,41.16,,1,41.16,False
rZ7HnEZ1AfPoFN,8,2,0.0,40.92,0.0,40.92,40.92,,1,40.92,False
rZ7HnEZ1Af00Ad,8,2,0.0,40.3,0.0,40.3,40.3,,1,40.3,False
rZ7HnEZ1AfPo8N,8,2,0.0,40.2,0.0,40.2,40.2,,1,40.2,False
rZ7HnEZ1AfPoCd,8,2,0.0,40.2,0.0,40.2,40.2,,1,40.2,False
rZ7HnEZ1Af0EJK,8,2,0.0,39.98,0.0,39.98,39.98,,1,39.98,False
rZ7HnEZ1AfP9bK,8,2,0.0,39.96,0.0,39.96,39.96,,1,39.96,False
rZ7HnEZ1AfPb7N,8,2,0.0,39.92,0.0,39.92,39.92,,1,39.92,False
rZ7HnEZ1AfPtjK,8,2,0.0,39.92,0.0,39.92,39.92,,1,39.92,False
rZ7HnEZ1AfPIAS,8,2,0.0,39.85,0.0,39.85,39.85,,1,39.85,False
rZ7HnEZ1Af0FuS,8,2,0.0,39.41,0.0,39.41,39.41,,1,39.41,False
rZ7HnEZ1AfebQf,8,2,0.0,0.0,0.0,39.41,39.41,,2,78.82,False
rZ7HnEZ1AfJ6OK,4,2,39.05,39.05,0.0,39.05,39.05,1.0,2,78.1,False
rZ7HnEZ1Afb4fd,8,2,38.9,0.0,0.0,38.9,38.9,1.0,1,38.9,False
rZ7HnEZ1AfOx1d,3,2,38.53,0.0,0.0,38.53,38.53,1.0,1,38.53,False
rZ7HnEZ1AfOtFN,8,2,0.0,38.52,0.0,38.52,38.52,,1,38.52,False
rZ7HnEZ1AfOF4S,8,2,0.0,38.47,0.0,38.47,38.47,,1,38.47,False
rZ7HnEZ1AfPMxd,8,2,0.0,38.3,0.0,38.3,38.3,,1,38.3,False
rZ7HnEZ1Afkb_f,3,2,0.0,38.18,0.0,38.18,38.18,,1,38.18,False
rZ7HnEZ1AfqwON,8,2,0.0,38.07,0.0,38.07,38.07,,1,38.07,False
rZ7HnEZ1AfPgGN,8,2,0.0,38.0,0.0,38.0,38.0,,1,38.0,False
rZ7HnEZ1Afkpbf,3,2,0.0,38.0,0.0,38.0,38.0,,1,38.0,False
rZ7HnEZ1AfP9PS,8,2,0.0,37.8,0.0,37.8,37.8,,1,37.8,False
rZ7HnEZ1Af-S4K,8,2,0.0,37.35,0.0,37.35,37.35,,1,37.35,False
rZ7HnEZ1Af0dOS,8,2,0.0,37.35,0.0,37.35,37.35,,1,37.35,False
rZ7HnEZ1AfP9bS,8,2,0.0,37.35,0.0,37.35,37.35,,1,37.35,False
rZ7HnEZ1AfqIbS,8,2,0.0,37.35,0.0,37.35,37.35,,1,37.35,False
rZ7HnEZ1AfqU4S,8,2,0.0,36.98,0.0,36.98,36.98,,1,36.98,False
rZ7HnEZ1AfPgZS,8,2,0.0,36.86,0.0,36.86,36.86,,1,36.86,False
rZ7HnEZ1AfJZ-d,8,2,0.0,36.82,0.0,36.82,36.82,,1,36.82,False
rZ7HnEZ1AfvpZ7,8,2,36.64,0.0,0.0,36.64,36.64,1.0,1,36.64,False
rZ7HnEZ1AfPVCK,8,2,0.0,36.61,0.0,36.61,36.61,,1,36.61,False
rZ7HnEZ1AfAE8f,8,2,35.46,0.0,0.0,35.46,35.46,1.0,1,35.46,False
rZ7HnEZ1AfAEG7,7,2,35.46,0.0,0.0,35.46,35.46,1.0,1,35.46,False
rZ7HnEZ1AfAEGV,8,2,35.46,0.0,0.0,35.46,35.46,1.0,1,35.46,False
rZ7HnEZ1AfAEa0,7,2,35.46,0.0,0.0,35.46,35.46,1.0,1,35.46,False
rZ7HnEZ1AfAJq7,4,2,35.46,0.0,0.0,35.46,35.46,1.0,1,35.46,False
rZ7HnEZ1AfAJqf,5,2,35.46,0.0,0.0,35.46,35.46,1.0,1,35.46,False
rZ7HnEZ1AfOA7d,4,2,35.46,0.0,0.0,35.46,35.46,1.0,1,35.46,False
rZ7HnEZ1AfOAOd,4,2,35.46,0.0,0.0,35.46,35.46,1.0,1,35.46,False
rZ7HnEZ1Afq8bK,3,2,35.46,0.0,0.0,35.46,35.46,1.0,1,35.46,False
rZ7HnEZ1Afq8bd,4,2,35.46,0.0,0.0,35.46,35.46,1.0,1,35.46,False
rZ7HnEZ1Afq8pK,2,2,35.46,0.0,0.0,35.46,35.46,1.0,1,35.46,False
rZ7HnEZ1Af0-fS,8,2,0.0,35.3,0.0,35.3,35.3,,1,35.3,False
rZ7HnEZ1AfPIPK,8,3,0.0,35.22,0.0,35.22,35.22,,2,35.22,False
rZ7HnEZ1Af-UAN,4,3,24.95,0.0,0.0,34.95,34.95,1.400801603206413,2,44.95,False
rZ7HnEZ1AfP9ud,8,2,0.0,34.92,0.0,34.92,34.92,,1,34.92,False
rZ7HnEZ1Af0E-S,8,2,0.0,34.75,0.0,34.75,34.75,,1,34.75,False
rZ7HnEZ1Afk4jV,4,2,34.75,0.0,0.0,34.75,34.75,1.0,1,34.75,False
rZ7HnEZ1AfqVQK,8,2,0.0,34.75,0.0,34.75,34.75,,1,34.75,False
rZ7HnEZ1AfJv4N,8,2,0.0,34.31,0.0,34.31,34.31,,1,34.31,False
rZ7HnEZ1AfeAx7,8,2,74.55,40.3,40.3,74.55,34.25,0.45942320590207913,1,34.25,False
rZ7HnEZ1AfeAxf,8,2,74.55,40.3,40.3,74.55,34.25,0.45942320590207913,1,34.25,False
rZ7HnEZ1AfPVfN,8,2,0.0,34.05,0.0,34.05,34.05,,1,34.05,False
rZ7HnEZ1AfPYpK,7,2,0.0,33.98,0.0,33.98,33.98,,1,33.98,False
rZ7HnEZ1AfxAqK,6,2,33.9,0.0,0.0,33.9,33.9,1.0,1,33.9,False
rZ7HnEZ1AfOfJK,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfOfOK,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfOfPS,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfOf_K,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfOffN,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfOffS,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfOfjK,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfOfjN,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfOfjd,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfOfqd,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfOfrK,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfOfxd,8,2,33.85,0.0,0.0,33.85,33.85,1.0,1,33.85,False
rZ7HnEZ1AfPfGK,8,2,0.0,33.6,0.0,33.6,33.6,,1,33.6,False
rZ7HnEZ1AfPfGS,8,2,0.0,33.6,0.0,33.6,33.6,,1,33.6,False
rZ7HnEZ1Af0bjN,8,2,0.0,33.49,0.0,33.49,33.49,,1,33.49,False
rZ7HnEZ1AfPv-d,8,2,0.0,33.49,0.0,33.49,33.49,,1,33.49,False
rZ7HnEZ1Af0I_d,8,2,0.0,33.45,0.0,33.45,33.45,,1,33.45,False
rZ7HnEZ1AfOMCd,8,2,0.0,0.0,0.0,33.45,33.45,,2,66.9,False
rZ7HnEZ1AfOVZK,8,2,33.45,0.0,0.0,33.45,33.45,1.0,1,33.45,False
rZ7HnEZ1AfqS3K,8,2,0.0,33.45,0.0,33.45,33.45,,1,33.45,False
rZ7HnEZ1AfOfZN,8,2,33.39,0.0,0.0,33.39,33.39,1.0,1,33.39,False
rZ7HnEZ1AfPgpK,3,2,0.0,32.92,0.0,32.92,32.92,,1,32.92,False
rZ7HnEZ1AfOo4S,8,2,0.0,32.66,0.0,32.66,32.66,,1,32.66,False
